join_year,rating_year,year_diff,user_retention,first_year_cohort_size,percentual_retention,rating_number,first_year_rating_number,percentual_rating_number,rating_per_user,average_rating
1999,2002,3,156,2743,5.69,223,5066,4.40,1,3.5739910313901345
1999,2003,4,116,2743,4.23,200,5066,3.95,1,3.5900000000000000
1999,2004,5,97,2743,3.54,168,5066,3.32,1,3.3750000000000000
1999,2005,6,70,2743,2.55,105,5066,2.07,1,3.6523809523809524
1999,2006,7,36,2743,1.31,53,5066,1.05,1,3.5188679245283019
1999,2007,8,30,2743,1.09,42,5066,0.83,1,3.6547619047619048
1999,2008,9,23,2743,0.84,43,5066,0.85,1,3.4418604651162791
2000,2000,0,3752,3752,100.00,7385,7385,100.00,1,3.7874069058903182
2000,2001,1,230,3752,6.13,351,7385,4.75,1,3.6438746438746439
2000,2002,2,198,3752,5.28,310,7385,4.20,1,3.5645161290322581
2000,2003,3,171,3752,4.56,309,7385,4.18,1,3.6812297734627832
2000,2004,4,146,3752,3.89,254,7385,3.44,1,3.5374015748031496
2000,2005,5,93,3752,2.48,141,7385,1.91,1,3.6028368794326241
2000,2006,6,54,3752,1.44,73,7385,0.99,1,3.4246575342465753
2000,2007,7,58,3752,1.55,108,7385,1.46,1,3.4398148148148148
2000,2008,8,56,3752,1.49,92,7385,1.25,1,3.5326086956521739
2001,2001,0,2048,2048,100.00,3891,3891,100.00,1,3.7489077358005654
2001,2002,1,181,2048,8.84,294,3891,7.56,1,3.6360544217687075
2001,2003,2,122,2048,5.96,184,3891,4.73,1,3.5027173913043478
2001,2004,3,103,2048,5.03,175,3891,4.50,1,3.6914285714285714
2001,2005,4,80,2048,3.91,122,3891,3.14,1,3.5737704918032787
2001,2006,5,42,2048,2.05,59,3891,1.52,1,3.8050847457627119
2001,2007,6,39,2048,1.90,52,3891,1.34,1,3.5576923076923077
2001,2008,7,25,2048,1.22,34,3891,0.87,1,3.7205882352941176
2002,2002,0,1484,1484,100.00,3024,3024,100.00,2,3.7347883597883598
2002,2003,1,166,1484,11.19,295,3024,9.76,1,3.4966101694915254
2002,2004,2,117,1484,7.88,195,3024,6.45,1,3.4666666666666667
2002,2005,3,78,1484,5.26,113,3024,3.74,1,3.5530973451327434
2002,2006,4,64,1484,4.31,99,3024,3.27,1,3.4292929292929293
2002,2007,5,31,1484,2.09,48,3024,1.59,1,3.4687500000000000
2002,2008,6,31,1484,2.09,46,3024,1.52,1,3.5434782608695652
2003,2003,0,1685,1685,100.00,3411,3411,100.00,2,3.6961301671064204
2003,2004,1,212,1685,12.58,370,3411,10.85,1,3.5662162162162162
2003,2005,2,123,1685,7.30,195,3411,5.72,1,3.6128205128205128
2003,2006,3,87,1685,5.16,135,3411,3.96,1,3.5370370370370370
2003,2007,4,54,1685,3.20,86,3411,2.52,1,3.4186046511627907
2003,2008,5,31,1685,1.84,40,3411,1.17,1,3.5250000000000000
2004,2004,0,1743,1743,100.00,3696,3696,100.00,2,3.6420454545454545
2004,2005,1,180,1743,10.33,298,3696,8.06,1,3.6711409395973154
2004,2006,2,93,1743,5.34,148,3696,4.00,1,3.5472972972972973
2004,2007,3,68,1743,3.90,91,3696,2.46,1,3.5989010989010989
2004,2008,4,43,1743,2.47,65,3696,1.76,1,3.4384615384615385
2005,2005,0,3188,3188,100.00,7167,7167,100.00,2,3.6236919213059858
2005,2006,1,254,3188,7.97,417,7167,5.82,1,3.5395683453237410
2005,2007,2,153,3188,4.80,211,7167,2.94,1,3.5047393364928910
2005,2008,3,100,3188,3.14,163,7167,2.27,1,3.6656441717791411
2006,2006,0,2055,2055,100.00,4471,4471,100.00,2,3.6615969581749049
2006,2007,1,190,2055,9.25,351,4471,7.85,1,3.3803418803418803
2006,2008,2,103,2055,5.01,155,4471,3.47,1,3.5774193548387097
2007,2007,0,1820,1820,100.00,3874,3874,100.00,2,3.6770779556014455
2007,2008,1,175,1820,9.62,323,3874,8.34,1,3.6687306501547988
2008,2008,0,2266,2266,100.00,4624,4624,100.00,2,3.7296712802768166
