movie_id,release_year,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
171,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
172,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
173,1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
174,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
176,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
178,1993,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
179,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
180,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,1995,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
183,1994,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
184,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
185,1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
186,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
187,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,1995,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
189,1995,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
190,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
191,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
192,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
193,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
194,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
195,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
196,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
197,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
198,1995,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0
199,1964,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
200,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
201,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
202,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
203,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
206,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
207,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
208,1995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
209,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
210,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
211,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
212,1995,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
213,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
214,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
215,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
216,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
218,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
222,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
223,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
225,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
226,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
227,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
228,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
230,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
231,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,1994,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
233,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
234,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,1994,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
236,1995,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
237,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
238,1995,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
240,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
241,1995,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
242,1994,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
243,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,1995,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,1994,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
246,1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
247,1994,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
248,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
250,1995,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
253,1994,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
254,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
255,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
257,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
258,1995,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
259,1995,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
260,1977,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
261,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
262,1995,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
263,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
264,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
265,1992,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
266,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
267,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
269,1993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
270,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
271,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
272,1994,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
273,1994,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
274,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
277,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
278,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
280,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
281,1994,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
282,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
283,1995,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
284,1993,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
285,1993,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
286,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
287,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
288,1994,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
289,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
290,1994,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
291,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
292,1995,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
293,1994,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
294,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
295,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
296,1994,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
297,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
298,1992,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
299,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
300,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
301,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
302,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
303,1995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
304,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
305,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
307,1993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
308,1994,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
309,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
310,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
312,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,1994,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,1994,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
315,1994,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
316,1994,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
317,1994,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
318,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
319,1994,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
320,1993,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
321,1993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
322,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
324,1994,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
325,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
