movie_id,release_year,genres
133,1995,Drama
134,1995,Documentary
135,1996,Comedy
136,1995,Documentary
137,1995,Documentary
138,1995,Drama
139,1995,Action
139,1995,Drama
140,1996,Drama
140,1996,Romance
141,1996,Comedy
142,1988,Drama
144,1995,Comedy
145,1995,Action
146,1995,Adventure
146,1995,Children
147,1995,Drama
148,1995,Drama
149,1994,Crime
149,1994,Drama
149,1994,Thriller
150,1995,Adventure
150,1995,Drama
151,1995,Action
151,1995,Drama
151,1995,Romance
151,1995,War
152,1995,Drama
152,1995,Horror
153,1995,Action
153,1995,Adventure
153,1995,Comedy
153,1995,Crime
154,1967,Drama
155,1995,Adventure
155,1995,Drama
155,1995,War
156,1995,Comedy
156,1995,Drama
157,1995,Comedy
157,1995,War
158,1995,Adventure
158,1995,Children
159,1995,Crime
159,1995,Drama
159,1995,Mystery
160,1995,Action
160,1995,Adventure
160,1995,Mystery
160,1995,Sci-Fi
161,1995,Drama
161,1995,Thriller
161,1995,War
162,1994,Documentary
163,1995,Action
163,1995,Romance
163,1995,Thriller
164,1995,Crime
164,1995,Film-Noir
164,1995,Mystery
164,1995,Thriller
165,1995,Action
165,1995,Crime
165,1995,Thriller
166,1995,Comedy
166,1995,Crime
166,1995,Drama
167,1995,Drama
168,1995,Action
168,1995,Drama
168,1995,Romance
169,1995,Adventure
169,1995,Children
169,1995,Drama
170,1995,Action
170,1995,Adventure
170,1995,Crime
170,1995,Thriller
171,1995,Comedy
171,1995,Drama
172,1995,Action
172,1995,Sci-Fi
172,1995,Thriller
173,1995,Action
173,1995,Crime
173,1995,Sci-Fi
174,1995,Comedy
175,1995,Drama
176,1995,Comedy
177,1995,Horror
178,1993,Comedy
178,1993,Drama
179,1995,Drama
179,1995,Romance
180,1995,Comedy
181,1995,Action
181,1995,Children
182,1995,Drama
182,1995,Romance
183,1994,Comedy
183,1994,Horror
183,1994,Thriller
184,1994,Drama
185,1995,Action
185,1995,Crime
185,1995,Thriller
186,1995,Comedy
186,1995,Romance
187,1995,Comedy
188,1995,Fantasy
188,1995,Horror
188,1995,Mystery
189,1995,Comedy
189,1995,Fantasy
190,1995,Thriller
191,1995,Drama
191,1995,Romance
192,1995,Documentary
193,1995,Drama
194,1995,Comedy
194,1995,Drama
195,1995,Comedy
195,1995,Drama
195,1995,Romance
196,1995,Horror
196,1995,Sci-Fi
197,1995,Drama
198,1995,Action
198,1995,Crime
198,1995,Drama
198,1995,Mystery
198,1995,Sci-Fi
198,1995,Thriller
199,1964,Drama
199,1964,Musical
200,1995,Thriller
201,1995,Drama
202,1995,Drama
202,1995,Romance
203,1995,Comedy
204,1995,Action
205,1995,Comedy
205,1995,Drama
206,1995,Documentary
207,1995,Drama
207,1995,Romance
208,1995,Action
208,1995,Adventure
208,1995,Sci-Fi
209,1995,Drama
210,1995,Western
211,1994,Drama
212,1995,Adventure
212,1995,Comedy
212,1995,Crime
212,1995,Mystery
213,1994,Drama
214,1994,Drama
214,1994,War
215,1995,Drama
215,1995,Romance
216,1995,Comedy
217,1995,Drama
217,1995,Thriller
218,1995,Comedy
218,1995,Drama
219,1995,Drama
220,1995,Horror
222,1995,Drama
222,1995,Romance
223,1994,Comedy
224,1995,Comedy
224,1995,Drama
224,1995,Romance
225,1994,Drama
225,1994,Thriller
226,1995,Thriller
227,1994,Action
227,1994,Thriller
228,1995,Comedy
229,1994,Drama
229,1994,Thriller
230,1995,Drama
230,1995,Thriller
231,1994,Comedy
232,1994,Comedy
232,1994,Drama
232,1994,Romance
233,1994,Drama
234,1994,Comedy
235,1994,Comedy
235,1994,Drama
236,1995,Action
236,1995,Comedy
236,1995,Romance
237,1995,Comedy
237,1995,Romance
238,1995,Adventure
238,1995,Children
239,1995,Animation
239,1995,Children
239,1995,Comedy
239,1995,Romance
240,1995,Thriller
241,1995,Children
241,1995,Drama
242,1994,Drama
242,1994,Musical
243,1995,Comedy
244,1995,Animation
244,1995,Children
245,1994,Crime
245,1994,Drama
246,1994,Documentary
247,1994,Crime
247,1994,Drama
247,1994,Fantasy
247,1994,Romance
247,1994,Thriller
248,1994,Comedy
249,1994,Drama
249,1994,Romance
250,1995,Children
250,1995,Comedy
251,1995,Action
252,1994,Comedy
252,1994,Romance
253,1994,Drama
253,1994,Horror
254,1995,Drama
255,1994,Comedy
256,1994,Comedy
256,1994,Sci-Fi
257,1995,Mystery
257,1995,Thriller
258,1995,Adventure
258,1995,Children
258,1995,Comedy
258,1995,Fantasy
258,1995,Romance
259,1995,Crime
259,1995,Drama
259,1995,Thriller
260,1977,Action
260,1977,Adventure
260,1977,Sci-Fi
261,1994,Drama
262,1995,Children
262,1995,Drama
263,1994,Drama
264,1994,Drama
265,1992,Drama
265,1992,Romance
266,1994,Drama
266,1994,Romance
266,1994,War
266,1994,Western
267,1995,Comedy
268,1994,Drama
269,1993,Drama
270,1994,Drama
270,1994,Romance
271,1995,Drama
272,1994,Comedy
272,1994,Drama
273,1994,Drama
273,1994,Horror
274,1995,Comedy
275,1994,Comedy
276,1994,Comedy
276,1994,Romance
277,1994,Drama
278,1995,Comedy
279,1995,Drama
280,1995,Drama
280,1995,Thriller
281,1994,Comedy
281,1994,Drama
281,1994,Romance
282,1994,Drama
283,1995,Crime
283,1995,Drama
284,1993,Action
284,1993,Crime
285,1993,Drama
285,1993,Horror
286,1995,Action
286,1995,Sci-Fi
286,1995,Thriller
287,1994,Comedy
287,1994,Romance
288,1994,Action
288,1994,Crime
288,1994,Thriller
289,1994,Comedy
289,1994,Romance
290,1994,Crime
290,1994,Drama
291,1996,Drama
291,1996,Thriller
292,1995,Action
292,1995,Drama
292,1995,Sci-Fi
292,1995,Thriller
293,1994,Crime
293,1994,Drama
293,1994,Romance
293,1994,Thriller
294,1995,Comedy
294,1995,Romance
295,1995,Comedy
295,1995,Romance
296,1994,Comedy
296,1994,Crime
296,1994,Drama
297,1995,Drama
298,1992,Comedy
298,1992,Drama
299,1994,Drama
300,1994,Drama
301,1994,Drama
301,1994,Romance
302,1994,Drama
302,1994,Romance
303,1995,Action
303,1995,Adventure
303,1995,Western
304,1995,Comedy
304,1995,Drama
305,1994,Comedy
306,1994,Drama
307,1993,Drama
308,1994,Comedy
308,1994,Drama
309,1994,Drama
310,1995,Comedy
311,1994,Horror
311,1994,Thriller
312,1995,Comedy
313,1994,Animation
313,1994,Children
314,1994,Children
314,1994,Drama
314,1994,Fantasy
314,1994,Mystery
315,1994,Action
315,1994,Drama
315,1994,Thriller
316,1994,Action
316,1994,Adventure
316,1994,Sci-Fi
317,1994,Comedy
317,1994,Drama
317,1994,Fantasy
318,1994,Drama
319,1994,Comedy
319,1994,Drama
319,1994,Thriller
320,1993,Film-Noir
320,1993,Thriller
321,1993,Drama
322,1995,Comedy
322,1995,Drama
324,1994,Comedy
324,1994,Drama
325,1995,Comedy
326,1994,Drama
327,1995,Action
327,1995,Comedy
327,1995,Musical
327,1995,Sci-Fi
328,1995,Horror
328,1995,Thriller
329,1994,Action
329,1994,Adventure
329,1994,Drama
329,1994,Sci-Fi
330,1995,Action
330,1995,Crime
330,1995,Horror
331,1994,Drama
332,1995,Horror
332,1995,Sci-Fi
333,1995,Comedy
334,1994,Drama
335,1995,Mystery
335,1995,Thriller
336,1995,Drama
336,1995,War
337,1993,Drama
338,1995,Action
338,1995,Sci-Fi
338,1995,Thriller
339,1995,Comedy
339,1995,Romance
340,1994,Adventure
340,1994,Drama
340,1994,War
341,1994,Drama
342,1994,Comedy
343,1995,Children
344,1994,Comedy
345,1994,Comedy
345,1994,Drama
346,1993,Drama
346,1993,Musical
347,1992,Drama
347,1992,Film-Noir
348,1994,Comedy
349,1994,Action
349,1994,Adventure
349,1994,Thriller
350,1994,Drama
350,1994,Mystery
350,1994,Thriller
351,1994,Comedy
351,1994,Drama
351,1994,Romance
352,1994,Comedy
353,1994,Action
353,1994,Crime
353,1994,Fantasy
353,1994,Thriller
354,1994,Drama
355,1994,Children
355,1994,Comedy
355,1994,Fantasy
356,1994,Comedy
356,1994,Drama
356,1994,Romance
356,1994,War
357,1994,Comedy
357,1994,Romance
358,1995,Drama
359,1994,Comedy
359,1994,Drama
359,1994,Romance
360,1994,Action
360,1994,Comedy
361,1994,Comedy
361,1994,Drama
361,1994,Romance
362,1994,Adventure
362,1994,Children
362,1994,Romance
363,1993,Documentary
364,1994,Adventure
364,1994,Animation
364,1994,Children
364,1994,Drama
364,1994,Musical
365,1993,Drama
366,1994,Fantasy
366,1994,Horror
367,1994,Action
367,1994,Comedy
367,1994,Crime
367,1994,Fantasy
368,1994,Adventure
368,1994,Comedy
368,1994,Western
369,1994,Drama
370,1994,Action
370,1994,Comedy
371,1994,Comedy
371,1994,Drama
372,1994,Comedy
372,1994,Drama
372,1994,Romance
373,1992,Thriller
374,1994,Children
374,1994,Comedy
375,1994,Drama
376,1994,Action
376,1994,Thriller
377,1994,Action
377,1994,Romance
377,1994,Thriller
378,1994,Comedy
378,1994,Romance
379,1994,Action
379,1994,Sci-Fi
379,1994,Thriller
380,1994,Action
380,1994,Adventure
380,1994,Comedy
380,1994,Romance
380,1994,Thriller
381,1994,Drama
382,1994,Drama
382,1994,Horror
382,1994,Romance
382,1994,Thriller
383,1994,Western
384,1995,Action
384,1995,Crime
384,1995,Drama
385,1994,Drama
386,1994,Drama
387,1994,Action
387,1994,Comedy
388,1995,Drama
389,1994,Drama
389,1994,Romance
389,1994,War
390,1965,Action
390,1965,Comedy
390,1965,Crime
390,1965,Drama
391,1994,Crime
391,1994,Drama
392,1993,Adventure
392,1993,Animation
393,1994,Action
393,1994,Adventure
393,1994,Fantasy
394,1995,Comedy
395,1995,Drama
395,1995,Fantasy
395,1995,Romance
396,1995,Drama
397,1995,Horror
398,1995,Documentary
399,1995,Drama
400,1995,Drama
401,1995,Action
401,1995,Thriller
402,1996,Comedy
404,1994,Documentary
405,1994,Action
405,1994,Sci-Fi
406,1994,Drama
407,1995,Horror
407,1995,Thriller
408,1994,Drama
409,1994,Drama
410,1993,Comedy
411,1994,Comedy
412,1993,Drama
413,1994,Comedy
414,1994,Comedy
415,1993,Comedy
415,1993,Thriller
416,1994,Western
417,1994,Comedy
417,1994,Romance
418,1993,Drama
419,1993,Comedy
420,1994,Action
420,1994,Comedy
420,1994,Crime
420,1994,Thriller
421,1994,Adventure
421,1994,Children
422,1994,Thriller
423,1994,Action
423,1994,Thriller
424,1994,Drama
425,1994,Drama
425,1994,Romance
426,1993,Horror
426,1993,Sci-Fi
426,1993,Thriller
427,1993,Drama
427,1993,Mystery
427,1993,Romance
427,1993,Thriller
428,1993,Drama
429,1994,Comedy
430,1993,Drama
431,1993,Crime
431,1993,Drama
432,1994,Adventure
432,1994,Comedy
432,1994,Western
433,1994,Comedy
434,1993,Action
434,1993,Adventure
434,1993,Thriller
435,1993,Comedy
435,1993,Sci-Fi
436,1994,Drama
436,1994,Thriller
437,1994,Comedy
438,1994,Action
438,1994,Comedy
438,1994,Drama
439,1993,Drama
440,1993,Comedy
440,1993,Romance
441,1993,Comedy
442,1993,Action
442,1993,Adventure
442,1993,Sci-Fi
443,1994,Documentary
444,1993,Comedy
444,1993,Romance
445,1993,Comedy
446,1993,Drama
446,1993,Romance
447,1994,Comedy
447,1994,Romance
448,1993,Drama
449,1994,Comedy
450,1994,Comedy
450,1994,Drama
451,1993,Drama
451,1993,Mystery
451,1993,Romance
452,1994,Drama
453,1993,Comedy
454,1993,Drama
454,1993,Thriller
455,1993,Adventure
455,1993,Children
455,1993,Drama
456,1994,Crime
456,1994,Drama
456,1994,Thriller
457,1993,Thriller
458,1993,Drama
458,1993,Western
459,1994,Action
459,1994,Adventure
459,1994,Crime
459,1994,Drama
459,1994,Romance
459,1994,Thriller
460,1994,Comedy
461,1994,Drama
461,1994,Romance
462,1994,Action
462,1994,Adventure
463,1993,Crime
463,1993,Drama
463,1993,Thriller
464,1993,Action
464,1993,Adventure
464,1993,Crime
464,1993,Thriller
465,1993,Action
465,1993,Drama
465,1993,War
466,1993,Action
466,1993,Comedy
466,1993,War
467,1995,Comedy
468,1995,Comedy
468,1995,Romance
469,1993,Drama
469,1993,Romance
470,1994,Comedy
471,1994,Comedy
471,1994,Drama
471,1994,Fantasy
471,1994,Romance
472,1994,Comedy
472,1994,Drama
473,1994,Comedy
473,1994,War
474,1993,Action
474,1993,Thriller
475,1993,Drama
476,1994,Comedy
476,1994,Drama
477,1993,Drama
477,1993,Musical
478,1994,Comedy
478,1994,Crime
478,1994,Drama
479,1993,Action
479,1993,Crime
479,1993,Thriller
480,1993,Action
480,1993,Adventure
480,1993,Sci-Fi
480,1993,Thriller
481,1993,Drama
481,1993,Thriller
482,1994,Action
482,1994,Crime
483,1993,Drama
484,1994,Adventure
484,1994,Children
485,1993,Action
485,1993,Adventure
485,1993,Comedy
485,1993,Fantasy
486,1993,Comedy
487,1994,Comedy
487,1994,Western
488,1993,Drama
489,1993,Comedy
490,1993,Thriller
491,1993,Drama
492,1993,Comedy
492,1993,Mystery
493,1993,Action
493,1993,Crime
493,1993,Drama
494,1996,Action
494,1996,Adventure
494,1996,Thriller
495,1976,Drama
496,1994,Comedy
496,1994,Drama
496,1994,Romance
497,1993,Comedy
497,1993,Romance
498,1993,Drama
498,1993,Romance
499,1993,Comedy
499,1993,Romance
500,1993,Comedy
500,1993,Drama
501,1993,Drama
502,1994,Action
502,1994,Children
503,1994,Drama
504,1994,Action
504,1994,Sci-Fi
505,1994,Comedy
506,1992,Drama
507,1993,Crime
507,1993,Drama
507,1993,Thriller
508,1993,Drama
509,1993,Drama
509,1993,Romance
510,1993,Drama
511,1993,Action
511,1993,Drama
512,1994,Horror
512,1994,Sci-Fi
513,1994,Comedy
513,1994,Mystery
513,1994,Romance
514,1994,Comedy
515,1993,Drama
515,1993,Romance
516,1994,Comedy
516,1994,Drama
517,1993,Action
517,1993,Drama
517,1993,Mystery
518,1994,Comedy
519,1993,Crime
519,1993,Sci-Fi
519,1993,Thriller
520,1993,Comedy
521,1993,Crime
521,1993,Thriller
522,1992,Action
522,1992,Drama
523,1993,Drama
524,1993,Drama
525,1993,Drama
526,1992,Drama
527,1993,Drama
527,1993,War
528,1994,Comedy
529,1993,Drama
530,1994,Drama
531,1993,Children
531,1993,Drama
532,1994,Comedy
532,1994,Crime
532,1994,Horror
533,1994,Action
533,1994,Adventure
533,1994,Fantasy
533,1994,Mystery
534,1993,Drama
534,1993,Romance
535,1993,Drama
536,1994,Drama
537,1994,Drama
538,1993,Drama
539,1993,Comedy
539,1993,Drama
539,1993,Romance
540,1993,Thriller
541,1982,Adventure
541,1982,Drama
541,1982,Film-Noir
541,1982,Sci-Fi
541,1982,Thriller
542,1993,Comedy
543,1993,Comedy
543,1993,Romance
543,1993,Thriller
544,1993,Action
544,1993,Crime
545,1985,Drama
546,1993,Action
546,1993,Adventure
546,1993,Children
546,1993,Comedy
546,1993,Fantasy
546,1993,Sci-Fi
547,1994,Action
547,1994,Adventure
547,1994,Thriller
548,1994,Action
548,1994,Mystery
548,1994,Thriller
549,1993,Drama
549,1993,Musical
550,1994,Comedy
550,1994,Romance
551,1993,Animation
551,1993,Children
551,1993,Fantasy
551,1993,Musical
552,1993,Action
552,1993,Adventure
552,1993,Comedy
553,1993,Action
553,1993,Drama
553,1993,Western
554,1994,Crime
554,1994,Drama
554,1994,Thriller
555,1993,Action
555,1993,Crime
555,1993,Romance
556,1993,Documentary
558,1994,Action
558,1994,Adventure
558,1994,Animation
558,1994,Children
558,1994,Fantasy
559,1993,Comedy
560,1994,Drama
561,1994,Drama
561,1994,Thriller
562,1995,Comedy
562,1995,Drama
563,1993,Drama
564,1994,Comedy
565,1993,Action
565,1993,Drama
565,1993,Horror
566,1994,Comedy
566,1994,Romance
567,1993,Comedy
567,1993,Drama
568,1993,Comedy
568,1993,Drama
569,1994,Comedy
569,1994,Drama
570,1993,Comedy
570,1993,Drama
571,1994,Drama
571,1994,Romance
572,1994,Drama
573,1992,Drama
574,1994,Comedy
574,1994,Drama
575,1994,Children
575,1994,Comedy
576,1993,Comedy
577,1994,Adventure
577,1994,Children
579,1993,Crime
579,1993,Thriller
580,1994,Drama
581,1995,Documentary
582,1993,Comedy
582,1993,Drama
583,1994,Comedy
583,1994,Drama
584,1993,Drama
584,1993,Romance
585,1995,Comedy
586,1990,Children
586,1990,Comedy
587,1990,Comedy
587,1990,Drama
587,1990,Fantasy
587,1990,Romance
587,1990,Thriller
588,1992,Adventure
588,1992,Animation
588,1992,Children
588,1992,Comedy
588,1992,Musical
589,1991,Action
589,1991,Sci-Fi
590,1990,Adventure
590,1990,Drama
590,1990,Western
591,1995,Action
591,1995,Drama
591,1995,Thriller
592,1989,Action
592,1989,Crime
592,1989,Sci-Fi
592,1989,Thriller
593,1991,Crime
593,1991,Horror
593,1991,Thriller
594,1937,Animation
594,1937,Children
594,1937,Drama
594,1937,Fantasy
594,1937,Musical
595,1991,Animation
595,1991,Children
595,1991,Fantasy
595,1991,Musical
595,1991,Romance
596,1940,Animation
596,1940,Children
596,1940,Fantasy
596,1940,Musical
597,1990,Comedy
597,1990,Romance
598,1994,Comedy
598,1994,Fantasy
599,1969,Adventure
599,1969,Western
600,1994,Thriller
601,1994,Drama
602,1994,Documentary
603,1995,Comedy
604,1996,Documentary
605,1996,Drama
605,1996,Romance
606,1995,Fantasy
606,1995,Horror
607,1993,Drama
608,1996,Comedy
608,1996,Crime
608,1996,Drama
608,1996,Thriller
609,1996,Adventure
609,1996,Children
610,1981,Action
610,1981,Adventure
610,1981,Animation
610,1981,Horror
610,1981,Sci-Fi
611,1996,Action
611,1996,Horror
611,1996,Sci-Fi
612,1996,Comedy
613,1996,Drama
613,1996,Romance
614,1994,Drama
614,1994,Thriller
615,1973,Comedy
615,1973,Drama
616,1970,Animation
616,1970,Children
617,1995,Comedy
617,1995,Drama
618,1995,Comedy
618,1995,Romance
619,1996,Comedy
620,1991,Drama
621,1993,Drama
623,1995,Romance
626,1996,Comedy
627,1995,Drama
627,1995,Thriller
628,1996,Crime
628,1996,Drama
628,1996,Thriller
629,1995,Drama
630,1996,Drama
630,1996,Romance
631,1996,Animation
631,1996,Children
631,1996,Musical
632,1995,Drama
632,1995,War
633,1995,Comedy
634,1995,Comedy
635,1996,Comedy
635,1996,Drama
636,1995,Drama
637,1996,Comedy
638,1995,Romance
639,1996,Comedy
639,1996,Drama
640,1996,Drama
640,1996,Thriller
641,1994,Adventure
641,1994,Children
641,1994,Comedy
642,1995,Drama
643,1996,Comedy
645,1995,Drama
647,1996,Drama
647,1996,War
648,1996,Action
648,1996,Adventure
648,1996,Mystery
648,1996,Thriller
649,1995,Comedy
649,1995,Drama
650,1996,Drama
651,1996,Comedy
652,1995,Horror
652,1995,Mystery
652,1995,Thriller
653,1996,Action
653,1996,Adventure
653,1996,Fantasy
654,1996,Drama
654,1996,Romance
655,1995,Comedy
656,1996,Comedy
658,1995,Drama
658,1995,Musical
659,1960,Crime
659,1960,Drama
659,1960,Thriller
660,1996,Drama
661,1996,Animation
661,1996,Children
661,1996,Fantasy
661,1996,Musical
662,1996,Thriller
663,1996,Comedy
664,1996,Comedy
665,1995,Comedy
665,1995,Drama
665,1995,War
666,1995,Drama
666,1995,Romance
666,1995,War
667,1996,Action
668,1955,Drama
670,1959,Drama
671,1996,Comedy
671,1996,Sci-Fi
672,1995,Drama
673,1996,Adventure
673,1996,Animation
673,1996,Children
673,1996,Comedy
673,1996,Fantasy
673,1996,Sci-Fi
674,1968,Adventure
674,1968,Sci-Fi
675,1994,Action
675,1994,Drama
675,1994,Thriller
678,1993,Drama
678,1993,Thriller
679,1995,Drama
680,1965,Drama
680,1965,Mystery
680,1965,Romance
680,1965,Sci-Fi
680,1965,Thriller
681,1981,Crime
682,1994,Documentary
682,1994,Drama
683,1993,Documentary
684,1980,Drama
685,1996,Drama
687,1994,Drama
687,1994,Romance
688,1995,Action
688,1995,Adventure
688,1995,Comedy
688,1995,War
690,1995,Drama
690,1995,Romance
691,1996,Comedy
691,1996,Romance
692,1996,Action
692,1996,Sci-Fi
692,1996,Thriller
693,1994,Drama
694,1996,Action
694,1996,Crime
694,1996,Drama
695,1996,Mystery
695,1996,Thriller
696,1995,Drama
696,1995,Thriller
697,1996,Drama
697,1996,Romance
698,1995,Drama
700,1995,Comedy
701,1992,Drama
702,1968,Drama
703,1996,Drama
704,1996,Action
704,1996,Adventure
705,1996,Comedy
706,1996,Drama
707,1996,Crime
707,1996,Drama
707,1996,Thriller
708,1996,Comedy
708,1996,Romance
709,1988,Adventure
709,1988,Animation
709,1988,Children
709,1988,Comedy
709,1988,Musical
710,1996,Comedy
711,1996,Adventure
711,1996,Children
712,1994,Crime
712,1994,Drama
712,1994,Romance
712,1994,Thriller
713,1994,Drama
714,1995,Drama
714,1995,Mystery
714,1995,Western
715,1995,Drama
715,1995,Romance
716,1975,Crime
717,1995,Comedy
718,1993,Comedy
718,1993,Fantasy
719,1996,Comedy
720,1996,Adventure
720,1996,Animation
720,1996,Comedy
722,1996,Documentary
723,1986,Drama
724,1996,Comedy
724,1996,Drama
724,1996,Fantasy
724,1996,Horror
724,1996,Thriller
725,1996,Comedy
726,1996,Drama
727,1995,Documentary
728,1995,Comedy
729,1995,Drama
730,1994,Drama
731,1996,Crime
731,1996,Thriller
732,1996,Crime
733,1996,Action
733,1996,Adventure
733,1996,Thriller
734,1996,Comedy
735,1994,Comedy
735,1994,Horror
736,1996,Action
736,1996,Adventure
736,1996,Romance
736,1996,Thriller
737,1996,Action
737,1996,Sci-Fi
738,1995,Drama
739,1996,Comedy
741,1995,Animation
741,1995,Sci-Fi
742,1996,Horror
742,1996,Thriller
743,1996,Comedy
744,1995,Drama
745,1995,Animation
745,1995,Children
745,1995,Comedy
746,1948,Film-Noir
747,1996,Comedy
748,1996,Action
748,1996,Sci-Fi
748,1996,Thriller
749,1943,Drama
750,1964,Comedy
750,1964,War
751,1992,Comedy
751,1992,Horror
752,1992,Comedy
752,1992,Documentary
752,1992,Romance
753,1995,Comedy
753,1995,Drama
754,1995,Adventure
754,1995,Children
755,1950,Children
755,1950,Drama
756,1994,Documentary
757,1994,Drama
758,1992,Drama
759,1994,Documentary
760,1993,Drama
760,1993,War
761,1996,Action
761,1996,Adventure
762,1996,Comedy
762,1996,Crime
763,1996,Comedy
763,1996,Drama
764,1995,Drama
764,1995,Romance
765,1996,Comedy
765,1996,Drama
766,1996,Drama
767,1995,Comedy
767,1995,Drama
768,1995,Drama
769,1996,Documentary
770,1946,Drama
771,1987,Comedy
771,1987,Drama
