join_year,rating_year,year_diff,user_retention,first_year_cohort_size,percentual_retention,rating_number,first_year_rating_number,percentual_rating_number,rating_per_user,average_rating
1999,2005,6,45,2535,1.78,68,5783,1.18,1,3.1838235294117647
1999,2006,7,26,2535,1.03,47,5783,0.81,1,3.2127659574468085
1999,2007,8,20,2535,0.79,69,5783,1.19,3,2.9492753623188406
1999,2008,9,21,2535,0.83,38,5783,0.66,1,3.0394736842105263
2000,2000,0,3836,3836,100.00,10305,10305,100.00,2,3.2943231441048035
2000,2001,1,274,3836,7.14,560,10305,5.43,2,3.1732142857142857
2000,2002,2,149,3836,3.88,258,10305,2.50,1,3.0852713178294574
2000,2003,3,149,3836,3.88,335,10305,3.25,2,3.1507462686567164
2000,2004,4,116,3836,3.02,235,10305,2.28,2,3.0808510638297872
2000,2005,5,74,3836,1.93,134,10305,1.30,1,3.2798507462686567
2000,2006,6,48,3836,1.25,74,10305,0.72,1,3.1689189189189189
2000,2007,7,57,3836,1.49,116,10305,1.13,2,3.0862068965517241
2000,2008,8,38,3836,0.99,75,10305,0.73,1,3.0000000000000000
2001,2001,0,2177,2177,100.00,5867,5867,100.00,2,3.2641895346855292
2001,2002,1,145,2177,6.66,289,5867,4.93,1,3.0830449826989619
2001,2003,2,122,2177,5.60,260,5867,4.43,2,3.2134615384615385
2001,2004,3,86,2177,3.95,198,5867,3.37,2,3.1212121212121212
2001,2005,4,64,2177,2.94,110,5867,1.87,1,3.2363636363636364
2001,2006,5,32,2177,1.47,53,5867,0.90,1,2.7452830188679245
2001,2007,6,28,2177,1.29,36,5867,0.61,1,3.1250000000000000
2001,2008,7,19,2177,0.87,29,5867,0.49,1,3.0344827586206897
2002,2002,0,1533,1533,100.00,4339,4339,100.00,2,3.1887531689329339
2002,2003,1,164,1533,10.70,358,4339,8.25,2,2.7667597765363128
2002,2004,2,107,1533,6.98,209,4339,4.82,1,2.8373205741626794
2002,2005,3,64,1533,4.17,104,4339,2.40,1,3.2067307692307692
2002,2006,4,44,1533,2.87,64,4339,1.47,1,2.8984375000000000
2002,2007,5,33,1533,2.15,54,4339,1.24,1,3.1574074074074074
2002,2008,6,20,1533,1.30,34,4339,0.78,1,3.1029411764705882
2003,2003,0,1655,1655,100.00,4479,4479,100.00,2,3.2067425764679616
2003,2004,1,214,1655,12.93,475,4479,10.61,2,3.1652631578947368
2003,2005,2,100,1655,6.04,188,4479,4.20,1,3.2898936170212766
2003,2006,3,70,1655,4.23,132,4479,2.95,1,2.8825757575757576
2003,2007,4,40,1655,2.42,64,4479,1.43,1,3.1640625000000000
2003,2008,5,37,1655,2.24,68,4479,1.52,1,3.0514705882352941
2004,2004,0,1761,1761,100.00,4729,4729,100.00,2,3.2036371325861704
2004,2005,1,186,1761,10.56,386,4729,8.16,2,3.0880829015544041
2004,2006,2,95,1761,5.39,194,4729,4.10,2,2.9922680412371134
2004,2007,3,66,1761,3.75,99,4729,2.09,1,3.3333333333333333
2004,2008,4,55,1761,3.12,99,4729,2.09,1,3.3535353535353535
2005,2005,0,2911,2911,100.00,8289,8289,100.00,2,3.2231270358306189
2005,2006,1,238,2911,8.18,504,8289,6.08,2,3.0535714285714286
2005,2007,2,136,2911,4.67,257,8289,3.10,1,3.1128404669260700
2005,2008,3,91,2911,3.13,179,8289,2.16,1,3.2402234636871508
2006,2006,0,1770,1770,100.00,4869,4869,100.00,2,3.2610392277675087
2006,2007,1,168,1770,9.49,442,4869,9.08,2,3.0101809954751131
2006,2008,2,95,1770,5.37,183,4869,3.76,1,3.0000000000000000
2007,2007,0,1649,1649,100.00,4596,4596,100.00,2,3.2626196692776327
2007,2008,1,151,1649,9.16,350,4596,7.62,2,3.1342857142857143
2008,2008,0,2070,2070,100.00,4866,4866,100.00,2,3.3972461981093300
