join_year,rating_year,year_diff,user_retention,first_year_cohort_size,percentual_retention,rating_number,first_year_rating_number,percentual_rating_number,rating_per_user,average_rating
2004,2008,4,81,2730,2.97,229,17212,1.33,2,3.4825327510917031
2005,2005,0,4777,4777,100.00,32156,32156,100.00,6,3.5755069038437617
2005,2006,1,481,4777,10.07,1681,32156,5.23,3,3.5618679357525283
2005,2007,2,266,4777,5.57,752,32156,2.34,2,3.5757978723404255
2005,2008,3,176,4777,3.68,495,32156,1.54,2,3.6555555555555556
2006,2006,0,3021,3021,100.00,17331,17331,100.00,5,3.6285269170849922
2006,2007,1,317,3021,10.49,1537,17331,8.87,4,3.4046844502277163
2006,2008,2,187,3021,6.19,509,17331,2.94,2,3.5785854616895874
2007,2007,0,2739,2739,100.00,14734,14734,100.00,5,3.6781254241889507
2007,2008,1,298,2739,10.88,1130,14734,7.67,3,3.5902654867256637
2008,2008,0,3381,3381,100.00,15104,15104,100.00,4,3.7015029131355932
