join_year,rating_year,year_diff,user_retention,first_year_cohort_size,percentual_retention,rating_number,first_year_rating_number,percentual_rating_number,rating_per_user,average_rating
2001,2006,5,81,2947,2.75,174,8402,2.07,2,3.5948275862068966
2001,2007,6,62,2947,2.10,110,8402,1.31,1,3.6636363636363636
2001,2008,7,57,2947,1.93,114,8402,1.36,2,3.6535087719298246
2002,2002,0,1939,1939,100.00,5934,5934,100.00,3,3.7229524772497472
2002,2003,1,264,1939,13.62,658,5934,11.09,2,3.5721884498480243
2002,2004,2,170,1939,8.77,458,5934,7.72,2,3.5120087336244541
2002,2005,3,111,1939,5.72,248,5934,4.18,2,3.5060483870967742
2002,2006,4,79,1939,4.07,171,5934,2.88,2,3.3859649122807018
2002,2007,5,57,1939,2.94,95,5934,1.60,1,3.5736842105263158
2002,2008,6,49,1939,2.53,93,5934,1.57,1,3.5376344086021505
2003,2003,0,2304,2304,100.00,7338,7338,100.00,3,3.6644862360316162
2003,2004,1,385,2304,16.71,1040,7338,14.17,2,3.5216346153846154
2003,2005,2,203,2304,8.81,422,7338,5.75,2,3.5568720379146919
2003,2006,3,142,2304,6.16,325,7338,4.43,2,3.4123076923076923
2003,2007,4,83,2304,3.60,155,7338,2.11,1,3.4161290322580645
2003,2008,5,89,2304,3.86,179,7338,2.44,2,3.4832402234636872
2004,2004,0,2387,2387,100.00,8309,8309,100.00,3,3.5894812853532314
2004,2005,1,310,2387,12.99,723,8309,8.70,2,3.5816044260027663
2004,2006,2,181,2387,7.58,417,8309,5.02,2,3.5503597122302158
2004,2007,3,128,2387,5.36,234,8309,2.82,1,3.5833333333333333
2004,2008,4,94,2387,3.94,194,8309,2.33,2,3.6005154639175258
2005,2005,0,4215,4215,100.00,15955,15955,100.00,3,3.6043560012535255
2005,2006,1,480,4215,11.39,1178,15955,7.38,2,3.4949066213921902
2005,2007,2,260,4215,6.17,566,15955,3.55,2,3.4902826855123675
2005,2008,3,204,4215,4.84,425,15955,2.66,2,3.6635294117647059
2006,2006,0,2785,2785,100.00,9920,9920,100.00,3,3.6730342741935484
2006,2007,1,333,2785,11.96,812,9920,8.19,2,3.4421182266009852
2006,2008,2,210,2785,7.54,491,9920,4.95,2,3.5366598778004073
2007,2007,0,2469,2469,100.00,9124,9124,100.00,3,3.6783757124068391
2007,2008,1,315,2469,12.76,816,9124,8.94,2,3.6691176470588235
2008,2008,0,3141,3141,100.00,10783,10783,100.00,3,3.7736715199851618
