join_year,rating_year,year_diff,user_retention,first_year_cohort_size,percentual_retention,rating_number,first_year_rating_number,percentual_rating_number,rating_per_user,average_rating
1999,2008,9,28,3180,0.88,51,7138,0.71,1,3.1764705882352941
2000,2000,0,4405,4405,100.00,10819,10819,100.00,2,3.5197338016452537
2000,2001,1,338,4405,7.67,562,10819,5.19,1,3.5124555160142349
2000,2002,2,221,4405,5.02,340,10819,3.14,1,3.4852941176470588
2000,2003,3,182,4405,4.13,333,10819,3.08,1,3.4114114114114114
2000,2004,4,164,4405,3.72,321,10819,2.97,1,3.4501557632398754
2000,2005,5,115,4405,2.61,176,10819,1.63,1,3.5113636363636364
2000,2006,6,96,4405,2.18,160,10819,1.48,1,3.4437500000000000
2000,2007,7,77,4405,1.75,143,10819,1.32,1,3.4755244755244755
2000,2008,8,59,4405,1.34,100,10819,0.92,1,3.3950000000000000
2001,2001,0,2495,2495,100.00,5848,5848,100.00,2,3.5670314637482900
2001,2002,1,218,2495,8.74,406,5848,6.94,1,3.4532019704433498
2001,2003,2,156,2495,6.25,326,5848,5.57,2,3.4478527607361963
2001,2004,3,126,2495,5.05,235,5848,4.02,1,3.5212765957446809
2001,2005,4,89,2495,3.57,147,5848,2.51,1,3.4115646258503401
2001,2006,5,52,2495,2.08,86,5848,1.47,1,3.4186046511627907
2001,2007,6,60,2495,2.40,110,5848,1.88,1,3.3863636363636364
2001,2008,7,42,2495,1.68,66,5848,1.13,1,3.4545454545454545
2002,2002,0,1778,1778,100.00,4649,4649,100.00,2,3.5132286513228651
2002,2003,1,228,1778,12.82,421,4649,9.06,1,3.4940617577197150
2002,2004,2,166,1778,9.34,320,4649,6.88,1,3.3625000000000000
2002,2005,3,100,1778,5.62,158,4649,3.40,1,3.5189873417721519
2002,2006,4,76,1778,4.27,118,4649,2.54,1,3.5084745762711864
2002,2007,5,50,1778,2.81,81,4649,1.74,1,3.2901234567901235
2002,2008,6,41,1778,2.31,65,4649,1.40,1,3.1230769230769231
2003,2003,0,2099,2099,100.00,5558,5558,100.00,2,3.5546059733717164
2003,2004,1,307,2099,14.63,641,5558,11.53,2,3.4586583463338534
2003,2005,2,168,2099,8.00,316,5558,5.69,1,3.5870253164556962
2003,2006,3,106,2099,5.05,196,5558,3.53,1,3.2857142857142857
2003,2007,4,85,2099,4.05,157,5558,2.82,1,3.4140127388535032
2003,2008,5,57,2099,2.72,94,5558,1.69,1,3.2287234042553191
2004,2004,0,2316,2316,100.00,6659,6659,100.00,2,3.4702658056765280
2004,2005,1,249,2316,10.75,526,6659,7.90,2,3.4134980988593156
2004,2006,2,154,2316,6.65,277,6659,4.16,1,3.3935018050541516
2004,2007,3,115,2316,4.97,206,6659,3.09,1,3.6067961165048544
2004,2008,4,66,2316,2.85,107,6659,1.61,1,3.1775700934579439
2005,2005,0,3960,3960,100.00,12045,12045,100.00,3,3.4662930676629307
2005,2006,1,350,3960,8.84,672,12045,5.58,1,3.3415178571428571
2005,2007,2,229,3960,5.78,446,12045,3.70,1,3.3553811659192825
2005,2008,3,147,3960,3.71,272,12045,2.26,1,3.3658088235294118
2006,2006,0,2557,2557,100.00,7504,7504,100.00,2,3.4939365671641791
2006,2007,1,271,2557,10.60,602,7504,8.02,2,3.2774086378737542
2006,2008,2,158,2557,6.18,290,7504,3.86,1,3.4379310344827586
2007,2007,0,2293,2293,100.00,7316,7316,100.00,3,3.4835292509568070
2007,2008,1,245,2293,10.68,592,7316,8.09,2,3.3766891891891892
2008,2008,0,2762,2762,100.00,8315,8315,100.00,3,3.5457606734816597
