join_year,rating_year,year_diff,user_retention,first_year_cohort_size,percentual_retention,rating_number,first_year_rating_number,percentual_rating_number,rating_per_user,average_rating
2002,2006,4,90,2122,4.24,198,8022,2.47,2,3.4368686868686869
2002,2007,5,57,2122,2.69,144,8022,1.80,2,3.4062500000000000
2002,2008,6,58,2122,2.73,125,8022,1.56,2,3.3440000000000000
2003,2003,0,2429,2429,100.00,8975,8975,100.00,3,3.5100835654596100
2003,2004,1,440,2429,18.11,1457,8975,16.23,3,3.4934797529169526
2003,2005,2,232,2429,9.55,590,8975,6.57,2,3.5118644067796610
2003,2006,3,139,2429,5.72,360,8975,4.01,2,3.3888888888888889
2003,2007,4,87,2429,3.58,195,8975,2.17,2,3.3153846153846154
2003,2008,5,77,2429,3.17,160,8975,1.78,2,3.3531250000000000
2004,2004,0,2569,2569,100.00,10040,10040,100.00,3,3.4249501992031873
2004,2005,1,349,2569,13.59,910,10040,9.06,2,3.4395604395604396
2004,2006,2,199,2569,7.75,435,10040,4.33,2,3.4402298850574713
2004,2007,3,136,2569,5.29,244,10040,2.43,1,3.4426229508196721
2004,2008,4,85,2569,3.31,166,10040,1.65,1,3.4518072289156627
2005,2005,0,4451,4451,100.00,18188,18188,100.00,4,3.4328678249395206
2005,2006,1,462,4451,10.38,1180,18188,6.49,2,3.4169491525423729
2005,2007,2,251,4451,5.64,547,18188,3.01,2,3.4058500914076782
2005,2008,3,189,4451,4.25,404,18188,2.22,2,3.5012376237623762
2006,2006,0,2827,2827,100.00,10756,10756,100.00,3,3.4973968017850502
2006,2007,1,330,2827,11.67,918,10756,8.53,2,3.3415032679738562
2006,2008,2,201,2827,7.11,497,10756,4.62,2,3.4597585513078471
2007,2007,0,2469,2469,100.00,9554,9554,100.00,3,3.4752459702742307
2007,2008,1,319,2469,12.92,864,9554,9.04,2,3.5115740740740741
2008,2008,0,3062,3062,100.00,10443,10443,100.00,3,3.5548214114717993
