join_year,rating_year,year_diff,user_retention,first_year_cohort_size,percentual_retention,rating_number,first_year_rating_number,percentual_rating_number,rating_per_user,average_rating
2001,2007,6,103,4061,2.54,371,25820,1.44,3,3.6159029649595687
2001,2008,7,80,4061,1.97,330,25820,1.28,4,3.6121212121212121
2002,2002,0,2673,2673,100.00,18319,18319,100.00,6,3.6546208854195098
2002,2003,1,416,2673,15.56,2309,18319,12.60,5,3.6104374187960156
2002,2004,2,270,2673,10.10,1594,18319,8.70,5,3.5467377666248432
2002,2005,3,197,2673,7.37,827,18319,4.51,4,3.5592503022974607
2002,2006,4,133,2673,4.98,514,18319,2.81,3,3.4854085603112840
2002,2007,5,100,2673,3.74,469,18319,2.56,4,3.5181236673773987
2002,2008,6,94,2673,3.52,353,18319,1.93,3,3.5892351274787535
2003,2003,0,3037,3037,100.00,20714,20714,100.00,6,3.6428743844742686
2003,2004,1,556,3037,18.31,3282,20714,15.84,5,3.5773918342474101
2003,2005,2,302,3037,9.94,1417,20714,6.84,4,3.6527875793930840
2003,2006,3,202,3037,6.65,989,20714,4.77,4,3.4696663296258847
2003,2007,4,145,3037,4.77,592,20714,2.86,4,3.4603040540540541
2003,2008,5,127,3037,4.18,492,20714,2.38,3,3.5162601626016260
2004,2004,0,2957,2957,100.00,21825,21825,100.00,7,3.5908361970217640
2004,2005,1,475,2957,16.06,2289,21825,10.49,4,3.5891218872870249
2004,2006,2,281,2957,9.50,1209,21825,5.54,4,3.5930521091811414
2004,2007,3,200,2957,6.76,744,21825,3.41,3,3.5873655913978495
2004,2008,4,141,2957,4.77,563,21825,2.58,3,3.5621669626998224
2005,2005,0,5134,5134,100.00,42022,42022,100.00,8,3.6018157155775546
2005,2006,1,683,5134,13.30,3206,42022,7.63,4,3.5656581409856519
2005,2007,2,421,5134,8.20,1646,42022,3.92,3,3.5662211421628190
2005,2008,3,307,5134,5.98,1221,42022,2.91,3,3.6212121212121212
2006,2006,0,3403,3403,100.00,24814,24814,100.00,7,3.6509833158700733
2006,2007,1,532,3403,15.63,2611,24814,10.52,4,3.5396399846801992
2006,2008,2,312,3403,9.17,1357,24814,5.47,4,3.6230655858511422
2007,2007,0,3108,3108,100.00,23231,23231,100.00,7,3.6525547759459343
2007,2008,1,499,3108,16.06,2530,23231,10.89,5,3.6432806324110672
2008,2008,0,3903,3903,100.00,26243,26243,100.00,6,3.7123804443089586
