join_year,rating_year,year_diff,user_retention,first_year_cohort_size,percentual_retention,rating_number,first_year_rating_number,percentual_rating_number,rating_per_user,average_rating
1999,2001,2,210,3559,5.90,391,11538,3.39,1,3.1457800511508951
1999,2002,3,171,3559,4.80,308,11538,2.67,1,3.0422077922077922
1999,2003,4,172,3559,4.83,350,11538,3.03,2,3.1442857142857143
1999,2004,5,157,3559,4.41,336,11538,2.91,2,3.3630952380952381
1999,2005,6,94,3559,2.64,148,11538,1.28,1,3.4222972972972973
1999,2006,7,50,3559,1.40,75,11538,0.65,1,3.2333333333333333
1999,2007,8,37,3559,1.04,52,11538,0.45,1,3.1057692307692308
1999,2008,9,28,3559,0.79,53,11538,0.46,1,3.1886792452830189
2000,2000,0,5196,5196,100.00,18388,18388,100.00,3,3.4773221666304111
2000,2001,1,396,5196,7.62,853,18388,4.64,2,3.2497069167643611
2000,2002,2,248,5196,4.77,509,18388,2.77,2,3.3084479371316306
2000,2003,3,239,5196,4.60,538,18388,2.93,2,3.2555762081784387
2000,2004,4,191,5196,3.68,461,18388,2.51,2,3.3004338394793926
2000,2005,5,128,5196,2.46,256,18388,1.39,2,3.2324218750000000
2000,2006,6,69,5196,1.33,106,18388,0.58,1,3.2311320754716981
2000,2007,7,59,5196,1.14,147,18388,0.80,2,3.3095238095238095
2000,2008,8,67,5196,1.29,116,18388,0.63,1,3.2974137931034483
2001,2001,0,2935,2935,100.00,9783,9783,100.00,3,3.4261473985485025
2001,2002,1,253,2935,8.62,527,9783,5.39,2,3.1783681214421252
2001,2003,2,197,2935,6.71,494,9783,5.05,2,3.3400809716599190
2001,2004,3,150,2935,5.11,362,9783,3.70,2,3.3397790055248619
2001,2005,4,95,2935,3.24,178,9783,1.82,1,3.3370786516853933
2001,2006,5,59,2935,2.01,96,9783,0.98,1,3.3489583333333333
2001,2007,6,44,2935,1.50,80,9783,0.82,1,3.2687500000000000
2001,2008,7,45,2935,1.53,72,9783,0.74,1,3.4236111111111111
2002,2002,0,2034,2034,100.00,7476,7476,100.00,3,3.3756019261637239
2002,2003,1,245,2034,12.05,623,7476,8.33,2,3.2833065810593900
2002,2004,2,178,2034,8.75,410,7476,5.48,2,3.2280487804878049
2002,2005,3,105,2034,5.16,191,7476,2.55,1,3.1780104712041885
2002,2006,4,60,2034,2.95,117,7476,1.57,1,3.1367521367521368
2002,2007,5,54,2034,2.65,93,7476,1.24,1,3.4301075268817204
2002,2008,6,43,2034,2.11,81,7476,1.08,1,3.3086419753086420
2003,2003,0,2324,2324,100.00,8224,8224,100.00,3,3.4103234435797665
2003,2004,1,339,2324,14.59,955,8224,11.61,2,3.2460732984293194
2003,2005,2,182,2324,7.83,365,8224,4.44,2,3.3616438356164384
2003,2006,3,121,2324,5.21,254,8224,3.09,2,3.2677165354330709
2003,2007,4,76,2324,3.27,138,8224,1.68,1,3.3260869565217391
2003,2008,5,58,2324,2.50,125,8224,1.52,2,3.2760000000000000
2004,2004,0,2464,2464,100.00,9193,9193,100.00,3,3.3158381377134776
2004,2005,1,297,2464,12.05,659,9193,7.17,2,3.2496206373292868
2004,2006,2,134,2464,5.44,298,9193,3.24,2,3.1761744966442953
2004,2007,3,103,2464,4.18,192,9193,2.09,1,3.5260416666666667
2004,2008,4,84,2464,3.41,166,9193,1.81,1,3.5150602409638554
2005,2005,0,4127,4127,100.00,15841,15841,100.00,3,3.3223281358500095
2005,2006,1,374,4127,9.06,799,15841,5.04,2,3.3410513141426783
2005,2007,2,223,4127,5.40,445,15841,2.81,1,3.2382022471910112
2005,2008,3,167,4127,4.05,330,15841,2.08,1,3.2575757575757576
2006,2006,0,2654,2654,100.00,9556,9556,100.00,3,3.3673084972791963
2006,2007,1,277,2654,10.44,631,9556,6.60,2,3.1568938193343899
2006,2008,2,165,2654,6.22,332,9556,3.47,2,3.3177710843373494
2007,2007,0,2408,2408,100.00,9214,9214,100.00,3,3.3799652702409377
2007,2008,1,296,2408,12.29,721,9214,7.83,2,3.4147018030513176
2008,2008,0,3014,3014,100.00,10842,10842,100.00,3,3.4934513927319683
